"jogador";"camp";"semelhantes";"camp ";"nivel_de_similaridade"
"dbxsetezz";"GWL QUALIFIER";"gpsxxxy";"GWL QUALIFIER";63,3605964309494
"crvgmts007";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";63,4180199941033
"civilthree6";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";63,4359250775616
"louddraxx7";"GWL 2025 S1";"mazestand";"GWL QUALIFIER";63,4437564018825
"rvkyotto";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";63,4834934255029
"sccpnandox";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";63,5007227481505
"bvbnielx7";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";63,6472566378279
"koddell";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";63,6510253850223
"rstsuplayy9";"GWL QUALIFIER";"koddell";"GWL QUALIFIER";63,7452290413481
"civilthree6";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";63,7685020378823
"w7mshowmen";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";63,7788115637754
"tdcapito7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";63,7898127820646
"sccpnandox";"GWL 2025 S1";"tjndrop7";"GWL QUALIFIER";63,8532292660868
"gpsbrisa7";"GWL QUALIFIER";"mazestand";"GWL QUALIFIER";63,8565813195591
"xldlucasawp";"GWL 2025 S1";"mazedelta";"GWL QUALIFIER";63,8911730322621
"tecmarvzx44";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";63,9437757352215
"xldjapa7";"GWL QUALIFIER";"tjndrop7";"GWL QUALIFIER";63,9629712868452
"tsxguaxa7";"GWL 2025 S1";"almgacha";"GWL QUALIFIER";64,0209765503166
"afbyte333";"GWL QUALIFIER";"ckcdakemsp";"GWL QUALIFIER";64,0805049026501
"saveblack02";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";64,0814363176535
"itjtheus7";"GWL 2025 S1";"mazedelta";"GWL QUALIFIER";64,0821981894516
"dbxsetezz";"GWL QUALIFIER";"tjndrop7";"GWL QUALIFIER";64,1266106078892
"tsxguaxa7";"GWL 2025 S1";"mazedelta";"GWL QUALIFIER";64,1642281033577
"w7mnikeboy";"GWL 2025 S1";"ckcmspx7";"GWL QUALIFIER";64,2065992326275
"savekohizz";"GWL QUALIFIER";"almitzking1";"GWL QUALIFIER";64,2120526316719
"e1vitin9";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";64,2312878433004
"rvsub";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";64,3032563175334
"e1vitin9";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";64,3433924620894
"saintyeezy";"GWL QUALIFIER";"bvbreis7";"GWL QUALIFIER";64,369952055586
"itavitr7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";64,4005703702203
"mazese7en";"GWL QUALIFIER";"almitzking1";"GWL QUALIFIER";64,4127601221183
"tronalves7";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";64,5155677445579
"mazese7en";"GWL QUALIFIER";"mazestand";"GWL QUALIFIER";64,5466239205095
"xldjapa7";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";64,6819916256903
"itjtheus7";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";64,9202947616138
"e1vitin9";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";64,9647140339573
"flguifox7";"GWL 2025 S1";"mazese7en";"GWL QUALIFIER";64,9961880434759
"afbyte333";"GWL QUALIFIER";"mksete10";"GWL QUALIFIER";65,0797967722124
"saveblack02";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";65,0921086510247
"xldjuca10xl";"GWL 2025 S1";"ckcdakemsp";"GWL QUALIFIER";65,1022012112682
"gpsbrisa7";"GWL QUALIFIER";"tjndrop7";"GWL QUALIFIER";65,1245247365638
"mazestand";"GWL QUALIFIER";"mazese7en";"GWL QUALIFIER";65,272746884668
"almitzking1";"GWL QUALIFIER";"mazese7en";"GWL QUALIFIER";65,3234577713402
"mazestand";"GWL QUALIFIER";"tjndrop7";"GWL QUALIFIER";65,3781156198131
"mksete10";"GWL QUALIFIER";"almitzking1";"GWL QUALIFIER";65,4001748910134
"w7m31utat";"GWL 2025 S1";"itavitr7";"GWL QUALIFIER";65,4006136124111
"teczeenix7";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";65,4437304183528
"tectoy22";"GWL 2025 S1";"koddell";"GWL QUALIFIER";65,4735917897069
"saintjackal";"GWL QUALIFIER";"ckcmspx7";"GWL QUALIFIER";65,5046094604115
"saintjackal";"GWL QUALIFIER";"duxtsx7";"GWL QUALIFIER";65,5052781634163
"teczeenix7";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";65,5332556466457
"tsxguaxa7";"GWL 2025 S1";"tjnwadking";"GWL QUALIFIER";65,7373932087961
"itavitr7";"GWL QUALIFIER";"gnadx7rlq";"GWL QUALIFIER";65,745981971631
"itjtheus7";"GWL 2025 S1";"tjnwadking";"GWL QUALIFIER";65,8524809134228
"infdorito99";"GWL 2025 S1";"ravewpalan";"GWL QUALIFIER";65,8552888372051
"civilthree6";"GWL 2025 S1";"rock7ggb8";"GWL QUALIFIER";65,8796035034306
"itavitr7";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";65,8829198328754
"rvsub";"GWL QUALIFIER";"almitzking1";"GWL QUALIFIER";65,9522172994505
"bvbnielx7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";66,035888114052
"menopecinha";"GWL 2025 S1";"tjnwadking";"GWL QUALIFIER";66,0365713100208
"tectoy22";"GWL 2025 S1";"ckcmspx7";"GWL QUALIFIER";66,1402096560481
"infdorito99";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";66,1774705381795
"gpsxxxy";"GWL QUALIFIER";"mksete10";"GWL QUALIFIER";66,2678223574336
"sccpnandox";"GWL 2025 S1";"savemaster7";"GWL QUALIFIER";66,2833265142331
"tronalves7";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";66,446269337218
"tjnwadking";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";66,5734930914151
"flguifox7";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";66,6290659878533
"fxgiuhbau";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";66,712618907458
"ravewpalan";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";66,7550902676047
"infyato7";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";66,8310576935228
"infyato7";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";66,8648371268847
"mazedelta";"GWL QUALIFIER";"tjnwadking";"GWL QUALIFIER";66,8872304557541
"hugo7show";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";66,9052585507588
"ravewpalan";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";67,0110485982709
"tecmarvzx44";"GWL 2025 S1";"koddell";"GWL QUALIFIER";67,0767805263951
"hugo7show";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";67,0930397343391
"hugo7show";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";67,1349897684302
"a7iluminado";"GWL 2025 S1";"ckcdakemsp";"GWL QUALIFIER";67,3194180617687
"teclobatoyy";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";67,3219436405295
"xldjuca10xl";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";67,3826766406049
"cptrennan7";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";67,4721494072393
"tronalves7";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";67,5085639664762
"almitzking1";"GWL QUALIFIER";"rvsub";"GWL QUALIFIER";67,5811954025623
"magnatax2";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";67,6163543465866
"w7m31utat";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";67,6613739270286
"tjnwadking";"GWL QUALIFIER";"mazedelta";"GWL QUALIFIER";67,6918151879532
"flguifox7";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";67,7054649001391
"koddell";"GWL QUALIFIER";"xldjapa7";"GWL QUALIFIER";67,716819218404
"teclobatoyy";"GWL 2025 S1";"saintjackal";"GWL QUALIFIER";67,7439901822838
"gpsxxxy";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";67,7994828273644
"saintyeezy";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";67,8083281684952
"tecmarvzx44";"GWL 2025 S1";"tjndrop7";"GWL QUALIFIER";67,8658753048242
"antigbtrem";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";67,8724333097655
"teczeenix7";"GWL 2025 S1";"saintyeezy";"GWL QUALIFIER";68,0427741543754
"bvbnielx7";"GWL QUALIFIER";"bvbreis7";"GWL QUALIFIER";68,0617510873384
"xldjuca10xl";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";68,1557319476882
"mazestand";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";68,2020399336782
"almitzking1";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";68,2836684249437
"tjndrop7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";68,3871978710155
"infdorito99";"GWL 2025 S1";"tjnwadking";"GWL QUALIFIER";68,4461119931089
"w7m31utat";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";68,453876881162
"antisant";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";68,5886992790979
"crvgkauelok";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";68,6252535991296
"ckcdn7w";"GWL QUALIFIER";"ckcdakemsp";"GWL QUALIFIER";68,7551800686966
"mksete10";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";68,7612915419184
"saintjackal";"GWL QUALIFIER";"gnadx7rlq";"GWL QUALIFIER";68,8454873350514
"ckcmspx7";"GWL QUALIFIER";"bvbreis7";"GWL QUALIFIER";68,8983845186808
"loudlot21";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";68,9657459536675
"magnatax2";"GWL 2025 S1";"mksete10";"GWL QUALIFIER";69,0098075040359
"mgsredxzzz";"GWL 2025 S1";"duxtsx7";"GWL QUALIFIER";69,098707711824
"koddell";"GWL QUALIFIER";"furxxyxx";"GWL QUALIFIER";69,1236497951239
"loudlot21";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";69,217654980251
"afr7xy";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";69,2252826252423
"w7mstark41";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";69,3594619515017
"crvgkauelok";"GWL 2025 S1";"ravewpalan";"GWL QUALIFIER";69,5388762048949
"mgsredxzzz";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";69,5439244249243
"ckcdakemsp";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";69,5562376780865
"a7iluminado";"GWL 2025 S1";"tjndrop7";"GWL QUALIFIER";69,694721446591
"teclobatoyy";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";69,7301537875659
"w7mnikeboy";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";69,7832685516561
"a7takemasa";"GWL 2025 S1";"saintjackal";"GWL QUALIFIER";69,8020259489933
"a7iluminado";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";69,8249237531189
"ckcdakemsp";"GWL QUALIFIER";"tjndrop7";"GWL QUALIFIER";69,8690892690803
"loudlot21";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";69,9128149902773
"xldjapa7";"GWL QUALIFIER";"koddell";"GWL QUALIFIER";69,9877329129782
"tjndrop7";"GWL QUALIFIER";"ckcdakemsp";"GWL QUALIFIER";69,9998624927203
"a7takemasa";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";70,002264826365
"rvkyotto";"GWL QUALIFIER";"duxtsx7";"GWL QUALIFIER";70,1388558560106
"kaua7xp";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";70,2095600479887
"infyato7";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";70,237010453585
"magnatax2";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";70,3101970262842
"tjnwadking";"GWL QUALIFIER";"realmiranha";"GWL QUALIFIER";70,3604094573898
"afr7xy";"GWL 2025 S1";"duxtsx7";"GWL QUALIFIER";70,3731377393306
"tjndrop7";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";70,5012641082832
"ckcrtx9";"GWL QUALIFIER";"tjndrop7";"GWL QUALIFIER";70,5184294528428
"realmiranha";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";70,5432983555063
"gpsxxxy";"GWL QUALIFIER";"ckcdn7w";"GWL QUALIFIER";70,5667812218829
"ckcdakemsp";"GWL QUALIFIER";"gpsbrisa7";"GWL QUALIFIER";70,7685709210523
"gpsbrisa7";"GWL QUALIFIER";"ckcdakemsp";"GWL QUALIFIER";70,8775208478391
"civillifer";"GWL 2025 S1";"almgacha";"GWL QUALIFIER";70,8875947129377
"w7mnikeboy";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";70,9534077145006
"ckcmspx7";"GWL QUALIFIER";"realmiranha";"GWL QUALIFIER";70,9780414763246
"antigbtrem";"GWL 2025 S1";"ckcmspx7";"GWL QUALIFIER";71,0462734560398
"kaua7xp";"GWL 2025 S1";"gpsxxxy";"GWL QUALIFIER";71,3573203025187
"duxtsx7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";71,4505092686504
"realmiranha";"GWL QUALIFIER";"tjnwadking";"GWL QUALIFIER";71,4628538991282
"saintyeezy";"GWL QUALIFIER";"tdcapito7";"GWL QUALIFIER";71,6563232770601
"realmiranha";"GWL QUALIFIER";"ckcmspx7";"GWL QUALIFIER";71,6712486457186
"civillifer";"GWL 2025 S1";"tjnwadking";"GWL QUALIFIER";71,7676377416403
"tdcapito7";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";71,7804000299494
"duxtsx7";"GWL QUALIFIER";"rvkyotto";"GWL QUALIFIER";71,8438906122006
"ckcrtx9";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";71,8540178145024
"crvgkauelok";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";71,9408583306002
"a7takemasa";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";72,0649727732195
"tdcapito7";"GWL QUALIFIER";"saintyeezy";"GWL QUALIFIER";72,1675930320202
"bvbreis7";"GWL QUALIFIER";"gnadx7rlq";"GWL QUALIFIER";72,3089842956296
"w7mstark41";"GWL 2025 S1";"koddell";"GWL QUALIFIER";72,3479106904059
"duxkauxl";"GWL QUALIFIER";"bvbreis7";"GWL QUALIFIER";72,3737903425873
"furxxyxx";"GWL QUALIFIER";"koddell";"GWL QUALIFIER";72,4481620314621
"gnadx7rlq";"GWL QUALIFIER";"bvbreis7";"GWL QUALIFIER";72,5653412305416
"itjluffy245";"GWL 2025 S1";"saintjackal";"GWL QUALIFIER";72,5794615073122
"infousado44";"GWL 2025 S1";"duxtsx7";"GWL QUALIFIER";72,7776321799778
"civillifer";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";72,8818118129229
"duxkauxl";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";72,921475720038
"antisant";"GWL 2025 S1";"itavitr7";"GWL QUALIFIER";72,9639342999971
"bvbreis7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";73,319151042972
"w7mstark41";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";73,6105853054824
"duxkauxl";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";73,6311364543791
"antisant";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";73,6915001801081
"tsxxxxy";"GWL 2025 S1";"ckcdn7w";"GWL QUALIFIER";73,7497938534011
"gnadx7rlq";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";73,9627480820853
"mksete10";"GWL QUALIFIER";"ckcdn7w";"GWL QUALIFIER";74,015015786626
"antigbtrem";"GWL 2025 S1";"rstpedrin7";"GWL QUALIFIER";74,1189225461634
"tsxxxxy";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";74,1958672675473
"tsxxxxy";"GWL 2025 S1";"ckcrtx9";"GWL QUALIFIER";74,2654386973742
"rstpedrin7";"GWL QUALIFIER";"duxkauxl";"GWL QUALIFIER";74,3238460235066
"infousado44";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";74,3989649913237
"kaua7xp";"GWL 2025 S1";"bvbreis7";"GWL QUALIFIER";75,0273678222615
"infousado44";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";75,1444737568134
"afr7xy";"GWL 2025 S1";"duxkauxl";"GWL QUALIFIER";75,2814267964978
"ckcrtx9";"GWL QUALIFIER";"ckcdn7w";"GWL QUALIFIER";75,3029375547627
"ckcdn7w";"GWL QUALIFIER";"mksete10";"GWL QUALIFIER";75,3121786215276
"duxtsx7";"GWL QUALIFIER";"gnadx7rlq";"GWL QUALIFIER";75,3852201657226
"ckcdn7w";"GWL QUALIFIER";"ckcrtx9";"GWL QUALIFIER";76,0381651163496
"mgsredxzzz";"GWL 2025 S1";"gnadx7rlq";"GWL QUALIFIER";76,6131624120676
"ckcmspx7";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";76,649385510789
"gnadx7rlq";"GWL QUALIFIER";"duxtsx7";"GWL QUALIFIER";76,7660732320105
"rstpedrin7";"GWL QUALIFIER";"ckcmspx7";"GWL QUALIFIER";76,8419026434678
"bvbreis7";"GWL QUALIFIER";"rstpedrin7";"GWL QUALIFIER";79,9732098641306
"rstpedrin7";"GWL QUALIFIER";"bvbreis7";"GWL QUALIFIER";80,3375339945715
