"musica";"musica_parecida";"nivel_de_similaridade"
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Lovezin Bandido";87,0479000684239
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Cantada Boba - Ao Vivo";87,0476219928476
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"MOTINHA 2.0 (Mete Marcha)";87,0422922059806
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Banquinho - Ao Vivo";87,0402991667774
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Banquinho - Ao Vivo";87,0402991667774
"Cronômetro - Ao Vivo - Matheus & Kauan";"Vai Lá - Ao Vivo em Goiânia";87,0269494042937
"Resenha do Arrocha - J. Eskine, Alef Donk";"eu vou ser rico";87,025908700004
"SEQUÊNCIA STRIPTEASE - PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã";"Oh Garota Eu Quero Você Só Pra Mim";87,0133185748842
"Nada Com Nada - Ao Vivo - Gustavo Mioto, Grupo Menos É Mais";"Body Splash - Ao Vivo";87,0110657644143
"Última Noite - Solo - Léo Foguete";"Ilusão De Ótica - Ao Vivo";86,9919807967584
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Apaguei Pra Todos - Ao Vivo";86,9896957546016
"Pilantra e Meio - Eric Land, Natanzinho Lima";"Apaguei Pra Todos - Ao Vivo";86,9896957546016
"Resenha do Arrocha - J. Eskine, Alef Donk";"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo";86,9798409704061
"Xonei - Jorge & Mateus, Henrique & Juliano";"Peça Íntima";86,977540343192
"Cantada Boba - Ao Vivo - Jorge & Mateus";"Cacos De Vidro";86,9556319715153
"Saveiro - Kaique e Felipe, Luan Pereira";"Dia 1 - Versão Forró";86,9534139944805
"Lovezin Bandido - Melody, Latino, HITMAKER";"Vida de Artista";86,9488196419816
"Imã de Problema - Henry Freitas, Mc Th";"Nossas Fotos";86,9442181983164
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"Observando Essa Salada";86,9400732527608
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Última Noite";86,9369193078899
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"Última Noite";86,9309433486326
"Desencontro de Mensagem - Marília Tavares";"Banquinho - Ao Vivo";86,9241417212294
"Desencontro de Mensagem - Marília Tavares";"Banquinho - Ao Vivo";86,9241417212294
"365 Dias (Vida Mansa) - MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael";"UM PALMO - Ao Vivo";86,9192538642725
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Sujeito Homem - Ao Vivo";86,9147886573678
"eu vou ser rico - Teto";"Resenha do Arrocha";86,9057900538226
"Sem Você - AgroPlay, Ana Castela, Léo Foguete";"Última Noite - Solo";86,900735331017
"Dia 1 - Versão Forró - Henry Freitas, Hugo Henrique";"Saudade Burra - Ao Vivo";86,9002787528999
"Triplex - Ao Vivo - Matheus Fernandes, Matheus & Kauan";"Lapada Dela - Ao Vivo";86,9001285812611
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Você Lembra - Ao Vivo";86,8993373510253
"Última Noite - NATTAN, Léo Foguete";"Mentira Estampada";86,8973389545961
"SEQUÊNCIA STRIPTEASE - PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã";"Vai Lá - Ao Vivo em Goiânia";86,8927311143458
"Imã de Problema - Henry Freitas, Mc Th";"Amor Na Praia";86,8916802255821
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Gosta De Rua - Ao Vivo";86,8912974617714
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Gosta De Rua - Ao Vivo";86,8912974617714
"Peça Íntima - Murilo Huff, Ana Castela";"UM PALMO - Ao Vivo";86,8881137455974
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Você Lembra - Ao Vivo";86,8879836766677
"De Graça ou Pagando - Grelo";"ESCADA DO PRÉDIO";86,8829997376938
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"Arruma Um Bão";86,880998697653
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Lovezin Bandido";86,8808343558112
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Apaguei Pra Todos - Ao Vivo";86,8794901250089
"Xonei - Jorge & Mateus, Henrique & Juliano";"Última Noite";86,8497465180924
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"365 Dias (Vida Mansa)";86,8490229700142
"Nossas Fotos - Felipe Amorim, Zé Felipe";"365 Dias (Vida Mansa)";86,8490059672079
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"Desencontro de Mensagem";86,8432236258088
"Cronômetro - Ao Vivo - Matheus & Kauan";"Desencontro de Mensagem";86,8423780157959
"Observando Essa Salada - MC Cebezinho, Dj Yuri Pedrada, Love Funk";"Chapa Máxima";86,8408981390468
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Nada Com Nada - Ao Vivo";86,8331502075716
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Nada Com Nada - Ao Vivo";86,8331502075716
"eu vou ser rico - Teto";"Arruma Um Bão";86,8279463289997
"Saudade Burra - Ao Vivo - Lauana Prado, Simone Mendes";"Dia 1 - Versão Forró";86,8242875464552
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"ESCADA DO PRÉDIO";86,8201513655606
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Amigo Da Minha Saudade - Ao Vivo";86,8189541428752
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Banquinho - Ao Vivo";86,8170737862403
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Banquinho - Ao Vivo";86,8170737862403
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"De Graça ou Pagando";86,8155120507563
"Sei Tocar Violão - Ao Vivo - Clayton & Romário";"De Quem É A Culpa?";86,8017519872653
"Última Noite - NATTAN, Léo Foguete";"Sujeito Homem - Ao Vivo";86,7938436611801
"Sei Tocar Violão - Ao Vivo - Clayton & Romário";"Última Saudade - Ao Vivo";86,79310162759
"Peça Íntima - Murilo Huff, Ana Castela";"Banquinho - Ao Vivo";86,7870358745439
"Peça Íntima - Murilo Huff, Ana Castela";"Banquinho - Ao Vivo";86,7870358745439
"eu vou ser rico - Teto";"Mentira Estampada";86,777387963196
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Nada Com Nada - Ao Vivo";86,7771384415308
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Nada Com Nada - Ao Vivo";86,7771384415308
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Gosta De Rua - Ao Vivo";86,776851822845
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Gosta De Rua - Ao Vivo";86,776851822845
"Amor Na Praia - NATTAN";"Vai Lá - Ao Vivo em Goiânia";86,757584853052
"Resenha do Arrocha - J. Eskine, Alef Donk";"De Graça ou Pagando";86,7564880877066
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Amigo Da Minha Saudade - Ao Vivo";86,7558274437559
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"ESCADA DO PRÉDIO";86,7556804048373
"Lovezin Bandido - Melody, Latino, HITMAKER";"Mentira Estampada";86,7474187598408
"365 Dias (Vida Mansa) - MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael";"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo";86,7441492414502
"Cacos De Vidro - BK, Kolo, Evinha";"Cantada Boba - Ao Vivo";86,743100252683
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Peça Íntima";86,7391797787441
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Vida de Artista";86,7371599651639
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"SEQUÊNCIA STRIPTEASE";86,7357702190402
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Triplex - Ao Vivo";86,7313667881576
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Triplex - Ao Vivo";86,7313667881576
"Triplex - Ao Vivo - Matheus Fernandes, Matheus & Kauan";"Namora Ela - Ao Vivo";86,7233355206811
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Descer Pra BC";86,7213967028295
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"ESCADA DO PRÉDIO";86,714217177732
"Cantada Boba - Ao Vivo - Jorge & Mateus";"Sei Tocar Violão - Ao Vivo";86,7126494186415
"Cronômetro - Ao Vivo - Matheus & Kauan";"Saudade Burra - Ao Vivo";86,7114354778738
"Nada Com Nada - Ao Vivo - Gustavo Mioto, Grupo Menos É Mais";"UM PALMO - Ao Vivo";86,7058416306948
"eu vou ser rico - Teto";"MOTINHA 2.0 (Mete Marcha)";86,703357318297
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"De Graça ou Pagando";86,6928849202004
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"365 Dias (Vida Mansa)";86,6925319954627
"Meninos e Meninas - Jão";"Cachorro";86,6779461407604
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Sujeito Homem - Ao Vivo";86,67770224376
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Sujeito Homem - Ao Vivo";86,67770224376
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela";"Saveiro";86,6752353642683
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"365 Dias (Vida Mansa)";86,6750068939309
"Medley de Igaratá 3 - Mc Negão Original, DJ Guh Mix, DJ Japa NK";"MOTINHA 2.0 (Mete Marcha)";86,6729462117552
"Barulho Do Foguete - Ao Vivo - Zé Neto & Cristiano";"Você Lembra - Ao Vivo";86,672323261777
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Gosta De Rua - Ao Vivo";86,6701585203074
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Gosta De Rua - Ao Vivo";86,6701585203074
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Gosta De Rua - Ao Vivo";86,6701585203074
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Gosta De Rua - Ao Vivo";86,6701585203074
"365 Dias (Vida Mansa) - MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael";"MTG PASSA PASSA PRA EU SARRAR";86,6653520153227
"Sem Você - AgroPlay, Ana Castela, Léo Foguete";"UM PALMO - Ao Vivo";86,6614987295321
"Fui Mlk - Nilo, Mc Paiva ZS, DJ Di Marques, FamousKyo";"Sei Tocar Violão - Ao Vivo";86,6591541688155
"Cacos De Vidro - BK, Kolo, Evinha";"Lapada Dela - Ao Vivo";86,6538811479138
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela";"Sujeito Homem - Ao Vivo";86,6444347468155
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"Paredões";86,6406466214409
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Arruma Um Bão";86,6342127399906
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Amigo Da Minha Saudade - Ao Vivo";86,6327236912383
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"Amigo Da Minha Saudade - Ao Vivo";86,6243906875443
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Sei Tocar Violão - Ao Vivo";86,6145008416629
"Gosta De Rua - Ao Vivo - Felipe e Rodrigo";"Sei Tocar Violão - Ao Vivo";86,6145008416629
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Vai Lá - Ao Vivo em Goiânia";86,6131453001245
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Vai Lá - Ao Vivo em Goiânia";86,6131453001245
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Você Lembra - Ao Vivo";86,6111866426735
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"eu vou ser rico";86,6097571486438
"Última Noite - NATTAN, Léo Foguete";"Ilusão De Ótica - Ao Vivo";86,6079254500078
"Toma Que Toma - Mc Negão Original, MC Cebezinho, Dj Yuri Pedrada, Mc Fidelis, MC GP, MC Jvila";"Vai Lá - Ao Vivo em Goiânia";86,6059606805531
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Sei Tocar Violão - Ao Vivo";86,5999274970149
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"Malvadinho";86,5992392375697
"365 Dias (Vida Mansa) - MC Marks, MC Ryan SP, MC Jvila, MC Bruno MS, Mc Magal, Aaron Modesto, DJ Dael";"Sei Que Tu Me Odeia";86,5986792491583
"Última Vez - Ao Vivo - Naiara Azevedo, Clayton & Romário";"Fechando o Circo - Ao Vivo";86,5867871754946
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Pampa";86,5814647388266
"Dia 1 - Versão Forró - Henry Freitas, Hugo Henrique";"Apaguei Pra Todos - Ao Vivo";86,5803233544845
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"Ilusão De Ótica - Ao Vivo";86,5730228990516
"Peça Íntima - Murilo Huff, Ana Castela";"Última Noite - Solo";86,5696644226672
"A Noite (La Notte) - Ao Vivo - Gusttavo Lima";"Paredões";86,5626503885314
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Última Noite";86,5581976157447
"Tando - Nuzio Medeiros, Henry Freitas, Kadu Martins";"Nossas Fotos";86,5538454989533
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"Peça Íntima";86,5386667817387
"Xonei - Jorge & Mateus, Henrique & Juliano";"Vai Lá - Ao Vivo em Goiânia";86,5348106092105
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Última Vez - Ao Vivo";86,5266728239227
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Sujeito Homem - Ao Vivo";86,5237350850635
"Apaguei Pra Todos - Ao Vivo - Ferrugem, Sorriso Maroto";"PARECE - Ao Vivo";86,5184981357901
"Apaguei Pra Todos - Ao Vivo - Ferrugem, Sorriso Maroto";"PARECE - Ao Vivo";86,5184981357901
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Dia 1 - Versão Forró";86,5150776400005
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Tando";86,5137967576985
"Última Vez - Ao Vivo - Naiara Azevedo, Clayton & Romário";"Sujeito Homem - Ao Vivo";86,5117012466296
"Abracadabra - Lady Gaga";"Amor Na Praia";86,5095230715822
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"Tando";86,5081032442202
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela";"Dia 1 - Versão Forró";86,4994926747986
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"Resenha do Arrocha";86,4970425382367
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Peça Íntima";86,4902712834399
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Banquinho - Ao Vivo";86,4729514444784
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Banquinho - Ao Vivo";86,4729514444784
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"Amor Na Praia";86,472829590589
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"Sujeito Homem - Ao Vivo";86,4721973392923
"De Graça ou Pagando - Grelo";"SEQUÊNCIA STRIPTEASE";86,471136249465
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Penélope Charmosa 2";86,4599988092901
"Oh Garota Eu Quero Você Só Pra Mim - Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, MC K9, Mc Rodrigo do CN, mc pl alves";"Meu Carro nao tem Porta Luva - Remastered 2024";86,4485412300076
"Última Saudade - Ao Vivo - Henrique & Juliano";"PARECE - Ao Vivo";86,4437650162108
"Última Saudade - Ao Vivo - Henrique & Juliano";"PARECE - Ao Vivo";86,4437650162108
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Namora Ela - Ao Vivo";86,4429659478622
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Imã de Problema";86,4421392416575
"Cachorro - Thiago Carvalho";"Amor Na Praia";86,4346616048494
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Medley de Igaratá 3";86,4067816786195
"Cachorro - Thiago Carvalho";"Sem Você";86,396379352996
"De Graça ou Pagando - Grelo";"Arruma Um Bão";86,394936109343
"APT. - ROSÉ, Bruno Mars";"UM PALMO - Ao Vivo";86,3912781365992
"Chapa Máxima - Boladin 211, MC Rick, MC Leozinho ZS, CAO$, Dj Lv Mdp";"2025";86,3888339524268
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Sei Que Tu Me Odeia";86,388104293796
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Boy Besta";86,380735199912
"Saveiro - Kaique e Felipe, Luan Pereira";"Xonei";86,3721838699629
"Meninos e Meninas - Jão";"Você Pode Ir Além";86,3701147632197
"Apaguei Pra Todos - Ao Vivo - Ferrugem, Sorriso Maroto";"Dia 1 - Versão Forró";86,3682174917434
"Tando - Nuzio Medeiros, Henry Freitas, Kadu Martins";"Penélope Charmosa 2";86,3656386066666
"Arruma Um Bão - Israel & Rodolffo";"Dia 1 - Versão Forró";86,3598517277473
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Sem Você";86,3495657876835
"Última Noite - NATTAN, Léo Foguete";"Mentirosa - Ao Vivo";86,3448892046823
"Xonei - Jorge & Mateus, Henrique & Juliano";"UM PALMO - Ao Vivo";86,3372199785344
"Fechando o Circo - Ao Vivo - Guilherme & Benuto, NATTAN";"Nada Com Nada - Ao Vivo";86,333760083748
"Última Noite - Solo - Léo Foguete";"Sem Você";86,3324416851323
"Sei Que Tu Me Odeia - Anitta, Mc Danny, HITMAKER";"SEQUÊNCIA STRIPTEASE";86,3280512732933
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Body Splash - Ao Vivo";86,3243426770741
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"365 Dias (Vida Mansa)";86,3204732861301
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"Desencontro de Mensagem";86,3166671094201
"Cronômetro - Ao Vivo - Matheus & Kauan";"Fechando o Circo - Ao Vivo";86,3103792999229
"Sei Que Tu Me Odeia - Anitta, Mc Danny, HITMAKER";"Saudade Burra - Ao Vivo";86,3093218872783
"Fui Mlk - Nilo, Mc Paiva ZS, DJ Di Marques, FamousKyo";"Desencontro de Mensagem";86,3057929623944
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Dia 1 - Versão Forró";86,3001135661386
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Peça Íntima";86,296838956786
"Banquinho - Ao Vivo - Felipe e Rodrigo";"Peça Íntima";86,296838956786
"Saveiro - Kaique e Felipe, Luan Pereira";"Cronômetro - Ao Vivo";86,292830574581
"Sei Tocar Violão - Ao Vivo - Clayton & Romário";"Fui Mlk";86,2879242046341
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"Nada Com Nada - Ao Vivo";86,2853142395936
"MTG PASSA PASSA PRA EU SARRAR - Mc Livinho, DJ TOPO";"365 Dias (Vida Mansa)";86,2828943573647
"Pampa - CountryBeat, Mc Daniel";"Nossas Fotos";86,2824818183495
"Nada Com Nada - Ao Vivo - Gustavo Mioto, Grupo Menos É Mais";"Vai Lá - Ao Vivo em Goiânia";86,2807758891745
"SEQUÊNCIA STRIPTEASE - PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã";"Descer Pra BC";86,2796671283859
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"UM PALMO - Ao Vivo";86,2745689231135
"Calculista - MC Joãozinho VT, DJ JR No Beat";"Medley de Igaratá 3";86,2730116627368
"Nossas Fotos - Felipe Amorim, Zé Felipe";"Amor Na Praia";86,2685813201264
"Xonei - Jorge & Mateus, Henrique & Juliano";"Desencontro de Mensagem";86,264049626899
"Cacos De Vidro - BK, Kolo, Evinha";"Apaguei Pra Todos - Ao Vivo";86,2623431792372
"Vida de Artista - MC Joãozinho VT, MC Tuto, Deejhay RB";"Dia 1 - Versão Forró";86,25864823865
"ESCADA DO PRÉDIO - PEDRO SAMPAIO, Marina Sena";"Penélope Charmosa 2";86,2572346936612
"Triplex - Ao Vivo - Matheus Fernandes, Matheus & Kauan";"Sei Tocar Violão - Ao Vivo";86,2562067271334
"Coração Partido (Corazón Partío) - Ao Vivo - Grupo Menos É Mais";"Dia 1 - Versão Forró";86,2538050226798
"Saudade Burra - Ao Vivo - Lauana Prado, Simone Mendes";"Meninos e Meninas";86,2439976584094
"Última Saudade - Ao Vivo - Henrique & Juliano";"Sei Tocar Violão - Ao Vivo";86,2413536581782
"Vai Lá - Ao Vivo em Goiânia - Maiara & Maraisa";"Toma Que Toma";86,231761485767
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Meu Carro nao tem Porta Luva - Remastered 2024";86,2314416804894
"UM PALMO - Ao Vivo - Luan Pereira, Léo Foguete";"Apaguei Pra Todos - Ao Vivo";86,2294141366792
"Dia 1 - Versão Forró - Henry Freitas, Hugo Henrique";"Sei Que Tu Me Odeia";86,2139362917493
"Última Noite - NATTAN, Léo Foguete";"Lovezin Bandido";86,2115131368041
"Lovezin Bandido - Melody, Latino, HITMAKER";"Peça Íntima";86,2077415889613
"Peça Íntima - Murilo Huff, Ana Castela";"Mentirosa - Ao Vivo";86,1967168707179
"MOTINHA 2.0 (Mete Marcha) - DENNIS, Luísa Sonza";"Medley de Igaratá 4";86,1965748153798
"De Graça ou Pagando - Grelo";"Penélope Charmosa 2";86,1955572631217
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Gosta De Rua - Ao Vivo";86,1909753639786
"Rolê Não Ama - Kelvy Pablo, Tarcísio do Acordeon";"Gosta De Rua - Ao Vivo";86,1909753639786
"Resenha do Arrocha - J. Eskine, Alef Donk";"Saveiro";86,1882399307766
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"Apaguei Pra Todos - Ao Vivo";86,1859528778787
"Dia 1 - Versão Forró - Henry Freitas, Hugo Henrique";"Desencontro de Mensagem";86,1838506601583
"Nosso Primeiro Beijo - Ao Vivo - Gloria Groove";"Última Saudade - Ao Vivo";86,1797300501764
"Cronômetro - Ao Vivo - Matheus & Kauan";"Triplex - Ao Vivo";86,1673064064863
"Pampa - CountryBeat, Mc Daniel";"Descer Pra BC";86,1663108410696
"Última Noite - NATTAN, Léo Foguete";"Peça Íntima";86,1575047569569
"Mentirosa - Ao Vivo - Hugo & Guilherme, Wesley Safadão";"Saveiro";86,1567795160948
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Dia 1 - Versão Forró";86,1500535463346
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"Tando";86,1495917443099
"Arruma Um Bão - Israel & Rodolffo";"Saveiro";86,1434933400507
"Sei Tocar Violão - Ao Vivo - Clayton & Romário";"Cantada Boba - Ao Vivo";86,1424687641411
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Nada Com Nada - Ao Vivo";86,1391944129649
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela";"Você Lembra - Ao Vivo";86,1375732147992
"APT. - ROSÉ, Bruno Mars";"Nossas Fotos";86,132900831773
"eu vou ser rico - Teto";"Medley de Igaratá 4";86,1178928466465
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Você Lembra - Ao Vivo";86,1155089780249
"Penélope Charmosa 2 - Boladin 211, Dejinha, MC Rick";"Só Quero Ver";86,1059501385185
"Resenha do Arrocha - J. Eskine, Alef Donk";"Desencontro de Mensagem";86,1049312730079
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Fechando o Circo - Ao Vivo";86,0948879292851
"Puta É Só um Detalhe - DJ Douglinhas, DJ Miller Oficial, MC Torugo";"Meu Carro nao tem Porta Luva - Remastered 2024";86,0932390927879
"Desencontro de Mensagem - Marília Tavares";"Xonei";86,086119743928
"Mentira Estampada - Wesley Safadão, Natanzinho Lima";"De Graça ou Pagando";86,0854121148523
"Peça Íntima - Murilo Huff, Ana Castela";"Mentira Estampada";86,0842058931148
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Namora Ela - Ao Vivo";86,0823926562852
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Amigo Da Minha Saudade - Ao Vivo";86,0809928849551
"Você Lembra - Ao Vivo - Márcia Fellipe, Raphaela Santos";"Barulho Do Foguete - Ao Vivo";86,0732453812537
"O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo - Hugo & Guilherme, Maiara & Maraisa";"Arruma Um Bão";86,072738830485
"Saveiro - Kaique e Felipe, Luan Pereira";"Amor Na Praia";86,0673563202557
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Dia 1 - Versão Forró";86,0567655785102
"APT. - ROSÉ, Bruno Mars";"Vida de Artista";86,0564562751421
"SEQUÊNCIA STRIPTEASE - PEDRO SAMPAIO, Mc Gw, Mc Debby, Mc Talibã";"Mentira Estampada";86,0472623285519
"Body Splash - Ao Vivo - Felipe Araújo, Luan Pereira";"Nada Com Nada - Ao Vivo";86,0469912925375
"Lovezin Bandido - Melody, Latino, HITMAKER";"365 Dias (Vida Mansa)";86,0392554753709
"Lovezin Bandido - Melody, Latino, HITMAKER";"Nossas Fotos";86,0309111063713
"APT. - ROSÉ, Bruno Mars";"Saudade Burra - Ao Vivo";86,0262188182878
"Ilusão De Ótica - Ao Vivo - Matheus & Kauan, Ana Castela";"Arruma Um Bão";86,020221162281
"Descer Pra BC - Brenno & Matheus, DJ Ari SL";"Arruma Um Bão";86,0101618271044
"De Graça ou Pagando - Grelo";"Resenha do Arrocha";86,0070341849683
"Sei Tocar Violão - Ao Vivo - Clayton & Romário";"Amigo Da Minha Saudade - Ao Vivo";85,998798875894
"Última Vez - Ao Vivo - Naiara Azevedo, Clayton & Romário";"Você Lembra - Ao Vivo";85,9906052521163
"Descer Pra BC - Brenno & Matheus, DJ Ari SL";"MTG PASSA PASSA PRA EU SARRAR";85,9852159643727
"Amigo Da Minha Saudade - Ao Vivo - Henrique & Juliano";"Rolê Não Ama";85,9753124348872
"Imã de Problema - Henry Freitas, Mc Th";"Peça Íntima";85,9551143940037
"Sem Você - AgroPlay, Ana Castela, Léo Foguete";"UM PALMO - Ao Vivo";85,9539053334492
"Sujeito Homem - Ao Vivo - Guilherme & Benuto";"Fechando o Circo - Ao Vivo";85,9505336290187
"Última Noite - NATTAN, Léo Foguete";"Amor Na Praia";85,9502599654917
"Fui Mlk - Nilo, Mc Paiva ZS, DJ Di Marques, FamousKyo";"Observando Essa Salada";85,9489440534566
"Medley de Igaratá 4 - Mc Negão Original, DJ Guh Mix";"Toma Que Toma";85,9465136181675
"Namora Ela - Ao Vivo - Bruno & Denner, Hugo & Guilherme";"Triplex - Ao Vivo";85,9348695489346
"A Bebê Quer Oque - MC Cebezinho, DJ Oreia, Menor Richard, MC GP, Mc Don Juan, Love Funk";"Meu Carro nao tem Porta Luva - Remastered 2024";85,9347830413697
